Date,Close,Volume,Open,High,Low
2016-11-25,1866.5,5,1866.5,1866.5,1866.5
2016-11-23,1895.25,N/A,1895.25,1895.25,1895.25
2016-11-22,1879.25,20,1858.25,1880,1858.25
2016-11-21,1844.75,60,1845.75,1845.75,1833.25
2016-11-18,1828,70,1824.75,1836.75,1819.75
2016-11-17,1809.5,10,1812.75,1819.75,1812.75
2016-11-16,1814,N/A,1814,1814,1814
2016-11-15,1850.5,10,1836.5,1836.5,1834
2016-11-14,1850.5,20,1857.25,1858.25,1844.75
2016-11-11,1853,80,1866.25,1879,1850.75
2016-11-10,1866.5,60,1863.25,1872,1863.25
2016-11-09,1843.25,15,1830,1846,1830
2016-11-08,1812.75,N/A,1812.75,1812.75,1812.75
2016-11-07,1807.75,5,1800,1800,1800
2016-11-04,1796.25,16,1798.75,1801.25,1798.25
2016-11-03,1813.5,5,1813.5,1813.5,1813.5
2016-11-02,1777.25,10,1785,1785,1784
2016-11-01,1791.25,31,1804,1804,1794
2016-10-31,1806,5,1805.75,1805.75,1805.75
2016-10-28,1793.75,9,1769.5,1786,1769
2016-10-27,1773,27,1753,1773,1753
2016-10-26,1747.25,13,1745.75,1747,1741
2016-10-25,1730.5,10,1727.25,1727.25,1727.25
2016-10-24,1699.25,5,1698.5,1698.5,1698.5
2016-10-21,1699.25,5,1699.25,1699.25,1699.25
2016-10-20,1683,15,1682.25,1683.5,1682.25
2016-10-19,1706.5,15,1700.25,1705.25,1698.5
2016-10-18,1713.75,10,1721.5,1721.5,1720.25
2016-10-17,1725,N/A,1725,1725,1725
2016-10-14,1740,5,1754.75,1754.75,1754.75
2016-10-13,1757.5,23,1756.75,1769,1753.75
2016-10-12,1754.5,20,1763.25,1763.25,1752
2016-10-11,1758.75,35,1750.75,1760,1750.75
2016-10-10,1763.5,30,1759,1763.5,1759
2016-10-07,1750.25,N/A,1750.25,1750.25,1750.25
2016-10-06,1747.5,10,1744,1747.5,1744
2016-10-05,1746.75,20,1741.5,1744.5,1741.5
2016-10-04,1735.5,20,1734.75,1736.5,1733.25
2016-10-03,1733,25,1736.5,1741.25,1736.5
2016-09-30,1739.25,48,1734.75,1738.75,1734.75
2016-09-29,1729.25,16,1726.75,1728.75,1725.25
2016-09-28,1718,10,1716.75,1718.75,1716.75
2016-09-27,1705.25,5,1698.5,1698.5,1698.5
2016-09-26,1708,40,1687.25,1691,1687.25
2016-09-23,1688.25,5,1697.75,1697.75,1697.75
2016-09-22,1687.75,N/A,1687.75,1687.75,1687.75
2016-09-21,1639.75,N/A,1639.75,1639.75,1639.75
2016-09-20,1632.5,5,1632.5,1632.5,1632.5
2016-09-19,1637.75,N/A,1637.75,1637.75,1637.75
2016-09-16,1632.25,N/A,1632.25,1632.25,1632.25
2016-09-15,1622,10,1622,1622,1622
2016-09-14,1641.75,5,1640.25,1640.25,1640.25
2016-09-13,1612,N/A,1612,1612,1612
2016-09-12,1618.5,5,1618.5,1618.5,1618.5
2016-09-09,1627,N/A,1627,1627,1627
2016-09-08,1638.25,N/A,1638.25,1638.25,1638.25
2016-09-07,1642.25,5,1642.25,1642.25,1642.25
2016-09-06,1642.25,10,1639.25,1639.25,1639.25
2016-09-02,1638.75,45,1656.5,1656.5,1644.25
2016-09-01,1649.75,20,1655.75,1665.5,1655.75
2016-08-31,1663,30,1663.25,1667.25,1663.25
2016-08-30,1664.75,10,1681.25,1681.25,1673
2016-08-29,1672.75,N/A,1672.75,1672.75,1672.75
2016-08-26,1687.75,35,1684.75,1689,1683.5
2016-08-25,1687.25,13,1682.75,1682.75,1680.5
2016-08-24,1687.75,N/A,1687.75,1687.75,1687.75
2016-08-23,1689,N/A,1689,1689,1689
2016-08-22,1710.25,N/A,1710.25,1710.25,1710.25
2016-08-19,1707.75,N/A,1707.75,1707.75,1707.75
2016-08-18,1707.75,40,1741.25,1741.25,1719
2016-08-17,1717,5,1729.75,1729.75,1729.75
2016-08-16,1722.75,N/A,1722.75,1722.75,1722.75
2016-08-15,1728.75,N/A,1728.75,1728.75,1728.75
2016-08-12,1715.25,N/A,1715.25,1715.25,1715.25
2016-08-11,1696.5,N/A,1696.5,1696.5,1696.5
2016-08-10,1696.75,N/A,1696.75,1696.75,1696.75
2016-08-09,1692,N/A,1692,1692,1692
2016-08-08,1686,5,1678,1678,1678
2016-08-05,1678,N/A,1678,1678,1678
2016-08-04,1685.5,12,1668,1668,1667.5
2016-08-03,1667.75,17,1680.75,1680.75,1680.75
2016-08-02,1680.75,N/A,1680.75,1680.75,1680.75
2016-08-01,1668,10,1668,1668,1668
2016-07-29,1668,N/A,1668,1668,1668
2016-07-28,1674.5,N/A,1674.5,1674.5,1674.5
2016-07-27,1643,14,1643,1643,1643
2016-07-26,1632,10,1632,1632,1632
2016-07-25,1627.5,3,1640.5,1640.5,1640.5
2016-07-22,1642.75,30,1645.75,1651.75,1640.5
2016-07-21,1642.25,12,1637,1639.5,1631.25
2016-07-20,1632.75,6,1662.5,1662.5,1662.5
2016-07-19,1648.75,4,1648.75,1648.75,1648.75
2016-07-18,1679,1,1686.5,1686.5,1686.5
2016-07-15,1686.5,14,1716.75,1716.75,1697
2016-07-14,1708.25,6,1714.25,1714.25,1712
2016-07-13,1719,9,1714.75,1714.75,1707
2016-07-12,1714,17,1714,1714,1714
2016-07-11,1689,14,1686,1689.5,1686
2016-07-08,1699,9,1681.75,1691,1681.75
2016-07-07,1679,N/A,1679,1679,1679
2016-07-06,1691.75,N/A,1691.75,1691.75,1691.75
2016-07-05,1685.75,5,1685.75,1685.75,1685.75
2016-07-01,1704.75,10,1700.25,1701.25,1700.25
2016-06-30,1688.75,18,1688.25,1688.25,1688.25
2016-06-29,1678.75,N/A,1678.75,1678.75,1678.75
2016-06-28,1667.25,35,1660.25,1670.5,1660.25
2016-06-27,1643.25,42,1656.75,1657.25,1639.5
2016-06-24,1665.5,N/A,1665.5,1665.5,1665.5
2016-06-23,1690.25,8,1682.25,1682.25,1682.25
2016-06-22,1680.75,16,1687.25,1687.25,1683.25
2016-06-21,1686.5,11,1685.5,1685.5,1684
2016-06-20,1683.25,8,1671.25,1671.25,1671.25
2016-06-17,1666.25,11,1667.75,1667.75,1659.75
2016-06-16,1652.75,26,1662.5,1664.75,1654.25
2016-06-15,1683.25,3,1683,1683,1683
2016-06-14,1665.75,3,1657.25,1657.25,1657.25
2016-06-13,1656.25,5,1656.25,1656.25,1656.25
2016-06-10,1629,3,1620,1620,1620
2016-06-09,1631,N/A,1631,1631,1631
2016-06-08,1656.5,19,1646,1651,1646
2016-06-07,1603.5,N/A,1603.5,1603.5,1603.5
2016-06-06,1600,N/A,1600,1600,1600
2016-06-03,1598.5,10,1598.5,1598.5,1598.5
2016-06-02,1594.25,N/A,1594.25,1594.25,1594.25
2016-06-01,1618,30,1618,1618,1618
2016-05-31,1609.75,N/A,1609.75,1609.75,1609.75
2016-05-27,1607.75,5,1613.25,1613.25,1613.25
2016-05-26,1613.5,31,1611,1611.75,1605
2016-05-25,1595.25,8,1595.75,1595.75,1595.75
2016-05-24,1609.5,12,1601,1612.75,1601
2016-05-23,1610.25,11,1598.25,1603.25,1598.25
2016-05-20,1604,6,1622.5,1622.5,1622.5
2016-05-19,1605.25,N/A,1605.25,1605.25,1605.25
2016-05-18,1609.25,3,1603,1603,1603
2016-05-17,1604.75,5,1604.75,1604.75,1604.75
2016-05-16,1608.75,17,1602.25,1611,1596.25
2016-05-13,1600.25,29,1597.25,1601.5,1585.75
2016-05-12,1612.25,12,1634.25,1634.75,1619.75
2016-05-11,1633.25,7,1637.25,1637.25,1637.25
2016-05-10,1624.75,3,1628.75,1628.75,1628.75
2016-05-09,1630.5,38,1636.75,1636.75,1630.25
2016-05-06,1663.75,8,1662.25,1663,1662.25
2016-05-05,1673.5,N/A,1673.5,1673.5,1673.5
2016-05-04,1687.75,8,1677,1677,1674.5
2016-05-03,1692.25,N/A,1692.25,1692.25,1692.25
2016-05-02,1732.75,N/A,1732.75,1732.75,1732.75
2016-04-29,1732.75,66,1730.25,1734.75,1730
2016-04-28,1726,25,1726,1726,1726
2016-04-27,1708,N/A,1708,1708,1708
2016-04-26,1714.75,6,1705,1705,1704
2016-04-25,1722.25,N/A,1722.25,1722.25,1722.25
2016-04-22,1719.25,9,1705.25,1719.5,1705.25
2016-04-21,1702.25,19,1704.5,1704.5,1685.25
2016-04-20,1691.75,13,1670.75,1694.5,1670.75
2016-04-19,1658.25,5,1641.25,1641.25,1641.25
2016-04-18,1639,5,1636.75,1636.75,1630
2016-04-15,1624.75,11,1623.5,1623.5,1618.5
2016-04-14,1629.5,N/A,1629.5,1629.5,1629.5
2016-04-13,1628.5,81,1618,1634.25,1616
2016-04-12,1602,11,1599.5,1609.75,1599.5
2016-04-11,1583.75,31,1585.75,1590.25,1583.5
2016-04-08,1598.5,N/A,1598.5,1598.5,1598.5
2016-04-07,1582.75,5,1584.75,1584.75,1584.75
2016-04-06,1594.25,8,1598.75,1598.75,1594.25
2016-04-05,1606.5,33,1617.5,1617.5,1599.75
2016-04-04,1623.25,N/A,1623.25,1623.25,1623.25
2016-04-01,1626.25,N/A,1626.25,1626.25,1626.25
2016-03-31,1615.75,19,1595.25,1603.75,1595.25
2016-03-30,1602,N/A,1602,1602,1602
2016-03-29,1592.25,10,1589.25,1597.75,1589.25
2016-03-28,1590,N/A,1590,1590,1590
2016-03-24,1590.5,N/A,1590.5,1590.5,1590.5
2016-03-23,1595.25,24,1585.5,1585.5,1574.75
2016-03-22,1594,21,1595,1595,1591.25
2016-03-21,1610,18,1606.75,1609.5,1601
2016-03-18,1606.25,15,1612.5,1612.5,1606.5
2016-03-17,1615.25,1,1615,1615,1615
2016-03-16,1615.25,9,1604.5,1605.75,1604.5
2016-03-15,1615.5,N/A,1615.5,1615.5,1615.5
2016-03-11,1697.5,N/A,1697.5,1697.5,1697.5
2016-03-10,1697.5,N/A,1697.5,1697.5,1697.5
2016-03-09,1697.5,N/A,1697.5,1697.5,1697.5
2016-03-08,1697.5,N/A,1697.5,1697.5,1697.5
2016-03-04,1697.5,N/A,1697.5,1697.5,1697.5
2016-03-03,1697.5,N/A,1697.5,1697.5,1697.5
2016-03-02,1697.5,N/A,1697.5,1697.5,1697.5
2016-03-01,1697.5,N/A,1697.5,1697.5,1697.5
2016-02-26,1644.5,N/A,1644.5,1644.5,1644.5
2016-02-25,1644.5,48,1659.75,1659.75,1644
2016-02-24,1654,6,1649,1649,1649
2016-02-23,1631.25,3,1660,1660,1660
2016-02-22,1662.5,8,1648,1648,1647.25
2016-02-19,1630.75,17,1635.5,1639.25,1635.5
2016-02-18,1612.25,3,1613.5,1613.5,1613.5
2016-02-17,1615.25,28,1614,1614,1611.25
2016-02-16,1626,11,1640,1640,1636
2016-02-12,1697.5,N/A,1697.5,1697.5,1697.5
2016-02-11,1697.5,N/A,1697.5,1697.5,1697.5
2016-02-10,1591.75,N/A,1591.75,1591.75,1591.75
2016-02-09,1591.75,17,1620.75,1620.75,1589.5
2016-02-08,1617.25,N/A,1617.25,1617.25,1617.25
2016-02-05,1697.5,N/A,1697.5,1697.5,1697.5
2016-02-04,1697.5,N/A,1697.5,1697.5,1697.5
2016-02-03,1697.5,N/A,1697.5,1697.5,1697.5
2016-02-02,1697.5,N/A,1697.5,1697.5,1697.5
2016-01-29,1643.25,3,1644.75,1644.75,1644.75
2016-01-28,1639.75,37,1647,1647,1647
2016-01-27,1650,5,1642,1642,1642
2016-01-26,1627.75,21,1626.5,1626.5,1625.25
2016-01-25,1612.25,N/A,1612.25,1612.25,1612.25
2016-01-22,1620,3,1631.5,1631.5,1631.5
2016-01-21,1618.75,3,1607.25,1607.25,1607.25
2016-01-20,1605.5,N/A,1605.5,1605.5,1605.5
2016-01-19,1620,6,1630.5,1631.5,1630.5
2016-01-15,1609.5,5,1613,1613,1613
2016-01-14,1697.5,N/A,1697.5,1697.5,1697.5
2016-01-13,1697.5,N/A,1697.5,1697.5,1697.5
2016-01-12,1697.5,N/A,1697.5,1697.5,1697.5
2016-01-08,1697.5,N/A,1697.5,1697.5,1697.5
2016-01-07,1697.5,N/A,1697.5,1697.5,1697.5
2016-01-06,1697.5,N/A,1697.5,1697.5,1697.5
2016-01-05,1697.5,N/A,1697.5,1697.5,1697.5
2015-12-31,1697.5,N/A,1697.5,1697.5,1697.5
2015-12-30,1670.75,N/A,1670.75,1670.75,1670.75
2015-12-29,1670.75,19,1686.75,1686.75,1683.5
2015-12-28,1697.75,N/A,1697.75,1697.75,1697.75
2015-12-24,1697.75,8,1697.25,1698.25,1697.25
2015-12-23,1680,22,1677.75,1681.75,1672.25
2015-12-22,1654.5,3,1664,1664,1664
2015-12-21,1664.25,N/A,1664.25,1664.25,1664.25
2015-12-18,1657,10,1654,1654,1654
2015-12-17,1629,N/A,1629,1629,1629
2015-12-16,1640,18,1638,1651,1638
2015-12-15,1626,3,1628.5,1628.5,1628.5
2015-12-14,1645,N/A,1645,1645,1645
2015-12-11,1636.5,N/A,1636.5,1636.5,1636.5
2015-12-10,1641.75,6,1635.75,1635.75,1633.75
2015-12-09,1643.25,N/A,1643.25,1643.25,1643.25
2015-12-08,1628.25,N/A,1628.25,1628.25,1628.25
2015-12-07,1641.5,N/A,1641.5,1641.5,1641.5
2015-12-04,1669.5,25,1671.75,1679.25,1667.75
2015-12-03,1634.5,7,1639.5,1642,1639.5
2015-12-02,1646.75,52,1637.75,1651.25,1635.75
2015-12-01,1630.25,32,1599,1636,1599
2015-11-30,1601.5,38,1612.75,1612.75,1602.25
2015-11-27,1624,3,1623.5,1623.5,1616.75
2015-11-25,1610,30,1590.75,1612.5,1590.75
2015-11-24,1591.5,11,1595.25,1595.25,1595
2015-11-23,1579.5,N/A,1579.5,1579.5,1579.5
2015-11-20,1589.5,4,1633.25,1633.25,1619.5
2015-11-19,1609,4,1609,1609,1609
2015-11-18,1615.25,15,1615.25,1615.25,1615.25
2015-11-17,1616.5,5,1616.5,1616.5,1616.5
2015-11-16,1608.75,10,1608.75,1608.75,1608.75
2015-11-13,1632,25,1632,1632,1632
2015-11-12,1633.5,N/A,1633.5,1633.5,1633.5
2015-11-11,1658.25,N/A,1658.25,1658.25,1658.25
2015-11-10,1649.5,5,1649.5,1649.5,1649.5
2015-11-09,1664.25,N/A,1664.25,1664.25,1664.25
2015-11-06,1657.75,N/A,1657.75,1657.75,1657.75
2015-11-05,1634.5,N/A,1634.5,1634.5,1634.5
2015-11-04,1627,14,1627,1627,1627
2015-11-03,1611.5,15,1602.5,1602.5,1602.5
2015-11-02,1586.75,N/A,1586.75,1586.75,1586.75
2015-10-30,1575,N/A,1575,1575,1575
2015-10-29,1572.5,N/A,1572.5,1572.5,1572.5
2015-10-28,1578.75,N/A,1578.75,1578.75,1578.75
2015-10-27,1577.5,N/A,1577.5,1577.5,1577.5
2015-10-26,1576.25,8,1576.25,1576.25,1576.25
2015-10-23,1583,N/A,1583,1583,1583
2015-10-22,1587.5,N/A,1587.5,1587.5,1587.5
2015-10-21,1602.5,30,1603.5,1603.5,1600
2015-10-20,1602,20,1613,1613,1604
2015-10-19,1617.5,20,1617.5,1617.5,1617.5
2015-10-16,1646.5,N/A,1646.5,1646.5,1646.5
2015-10-15,1648.75,N/A,1648.75,1648.75,1648.75
2015-10-14,1658.5,N/A,1658.5,1658.5,1658.5
2015-10-13,1658.5,5,1658.5,1658.5,1658.5
2015-10-12,1672,54,1683,1683,1683
2015-10-09,1681.25,18,1680,1680,1680
2015-10-08,1620,10,1622,1622,1622
2015-10-07,1627,12,1615,1615,1615
2015-10-06,1616.25,N/A,1616.25,1616.25,1616.25
2015-10-05,1618.75,1,1608,1608,1608
2015-10-02,1609,N/A,1609,1609,1609
2015-10-01,1633,N/A,1633,1633,1633
2015-09-30,1643.5,N/A,1643.5,1643.5,1643.5
2015-09-29,1634,N/A,1634,1634,1634
2015-09-28,1623.5,2,1649,1649,1649
2015-09-25,1646.5,10,1646.5,1646.5,1646.5
2015-09-24,1658.5,N/A,1658.5,1658.5,1658.5
2015-09-23,1657,N/A,1657,1657,1657
2015-09-22,1669.5,N/A,1669.5,1669.5,1669.5
2015-09-21,1698.5,N/A,1698.5,1698.5,1698.5
2015-09-18,1706,N/A,1706,1706,1706
2015-09-17,1715,N/A,1715,1715,1715
2015-09-16,1718.5,N/A,1718.5,1718.5,1718.5
2015-09-15,1692,N/A,1692,1692,1692
2015-09-14,1702.5,N/A,1702.5,1702.5,1702.5
2015-09-11,1716,N/A,1716,1716,1716
2015-09-10,1717.25,N/A,1717.25,1717.25,1717.25
2015-09-09,1716.5,N/A,1716.5,1716.5,1716.5
2015-09-08,1708.5,N/A,1708.5,1708.5,1708.5
2015-09-04,1699.5,N/A,1699.5,1699.5,1699.5
2015-09-03,1724,N/A,1724,1724,1724
2015-09-02,1690.5,N/A,1690.5,1690.5,1690.5
2015-09-01,1701,N/A,1701,1701,1701
2015-08-31,1699.5,N/A,1699.5,1699.5,1699.5
2015-08-28,1699.5,N/A,1699.5,1699.5,1699.5
2015-08-27,1655.5,N/A,1655.5,1655.5,1655.5
2015-08-26,1622,N/A,1622,1622,1622
2015-08-25,1645.5,N/A,1645.5,1645.5,1645.5
2015-08-24,1612,N/A,1612,1612,1612
2015-08-21,1642.5,N/A,1642.5,1642.5,1642.5
2015-08-20,1670,10,1661,1661,1659
2015-08-19,1664,N/A,1664,1664,1664
2015-08-18,1662.25,N/A,1662.25,1662.25,1662.25
2015-08-17,1675,N/A,1675,1675,1675
2015-08-14,1685.75,N/A,1685.75,1685.75,1685.75
2015-08-13,1680,N/A,1680,1680,1680
2015-08-12,1707.25,N/A,1707.25,1707.25,1707.25
2015-08-11,1705,N/A,1705,1705,1705
2015-08-10,1735.5,5,1708.75,1708.75,1708.75
2015-08-07,1686,N/A,1686,1686,1686
2015-08-06,1711.25,N/A,1711.25,1711.25,1711.25
2015-08-05,1702.75,N/A,1702.75,1702.75,1702.75
2015-08-04,1724.25,N/A,1724.25,1724.25,1724.25
2015-08-03,1718.5,N/A,1718.5,1718.5,1718.5
2015-07-31,1733,N/A,1733,1733,1733
2015-07-30,1758.5,N/A,1758.5,1758.5,1758.5
2015-07-29,1733,15,1732.5,1732.5,1732.5
2015-07-28,1733.25,10,1733.25,1733.25,1733.25
2015-07-27,1721.75,3,1722,1722,1722
2015-07-24,1721.5,N/A,1721.5,1721.5,1721.5
2015-07-23,1717,10,1717,1717,1717
2015-07-22,1712,N/A,1712,1712,1712
2015-07-21,1717.5,10,1717.5,1717.5,1717.5
2015-07-20,1763,N/A,1763,1763,1763
2015-07-17,1775,N/A,1775,1775,1775
2015-07-16,1775.5,3,1768,1768,1768
2015-07-15,1778.75,3,1778,1778,1778
2015-07-14,1791.5,N/A,1791.5,1791.5,1791.5
2015-07-13,1797.5,N/A,1797.5,1797.5,1797.5
2015-07-10,1781,3,1755,1755,1755
2015-07-09,1793.5,N/A,1793.5,1793.5,1793.5
2015-07-08,1770.5,N/A,1770.5,1770.5,1770.5
2015-07-07,1769.5,N/A,1769.5,1769.5,1769.5
2015-07-06,1804.5,N/A,1804.5,1804.5,1804.5
2015-07-02,1831.5,N/A,1831.5,1831.5,1831.5
2015-07-01,1836.25,2,1836.25,1836.25,1836.25
2015-06-30,1804.75,20,1804.75,1804.75,1804.75
2015-06-29,1813,N/A,1813,1813,1813
2015-06-26,1827.75,25,1827.75,1827.75,1827.75
2015-06-25,1822.25,N/A,1822.25,1822.25,1822.25
2015-06-24,1823.25,15,1830,1830,1830
2015-06-23,1837.5,N/A,1837.5,1837.5,1837.5
2015-06-22,1809.75,N/A,1809.75,1809.75,1809.75
2015-06-19,1792.5,N/A,1792.5,1792.5,1792.5
2015-06-18,1815,6,1824,1824,1824
2015-06-17,1812.5,15,1815,1815,1815
2015-06-16,1824.5,5,1824.5,1824.5,1824.5
2015-06-15,1823.5,15,1823.5,1823.5,1823.5
2015-06-12,1849.75,N/A,1849.75,1849.75,1849.75
2015-06-11,1843.5,15,1843.5,1843.5,1843.5
2015-06-10,1866.75,20,1855,1855,1855
2015-06-09,1851.5,5,1851.5,1851.5,1851.5
2015-06-08,1815.25,N/A,1815.25,1815.25,1815.25
2015-06-05,1868.25,N/A,1868.25,1868.25,1868.25
2015-06-04,1860.25,5,1860.25,1860.25,1860.25
2015-06-03,1875.5,N/A,1875.5,1875.5,1875.5
2015-06-02,1866,N/A,1866,1866,1866
2015-06-01,1889.25,5,1889.25,1889.25,1889.25
2015-05-29,1835,10,1845,1845,1845
2015-05-28,1874.25,N/A,1874.25,1874.25,1874.25
2015-05-27,1835.75,39,1835.75,1835.75,1835.75
2015-05-26,1850.25,N/A,1850.25,1850.25,1850.25
2015-05-22,1867.25,N/A,1867.25,1867.25,1867.25
2015-05-21,1875,25,1875,1875,1875
2015-05-20,1876.75,3,1876.75,1876.75,1876.75
2015-05-19,1938.25,N/A,1938.25,1938.25,1938.25
2015-05-18,1938.25,N/A,1938.25,1938.25,1938.25
2015-05-15,1973.25,50,1973.25,1973.25,1973.25
2015-05-14,1990,N/A,1990,1990,1990
2015-05-13,2006.5,N/A,2006.5,2006.5,2006.5
2015-05-12,2018.25,N/A,2018.25,2018.25,2018.25
2015-05-11,2001.75,N/A,2001.75,2001.75,2001.75
2015-05-08,2013.25,N/A,2013.25,2013.25,2013.25
2015-05-07,2012,N/A,2012,2012,2012
2015-05-06,2049.25,N/A,2049.25,2049.25,2049.25
2015-05-05,2079.25,6,2097,2114.5,2097
2015-05-04,2033.75,N/A,2033.75,2033.75,2033.75
2015-05-01,2033.75,N/A,2033.75,2033.75,2033.75
2015-04-30,2035.25,8,2035.25,2035.25,2035.25
2015-04-29,2018.5,23,2034,2034,2034
2015-04-28,2050,N/A,2050,2050,2050
2015-04-27,2000,N/A,2000,2000,2000
2015-04-24,2000,N/A,2000,2000,2000
2015-04-23,1967,N/A,1967,1967,1967
2015-04-22,1983.5,N/A,1983.5,1983.5,1983.5
2015-04-21,1990.25,N/A,1990.25,1990.25,1990.25
2015-04-20,1992.75,N/A,1992.75,1992.75,1992.75
2015-04-17,1996.75,N/A,1996.75,1996.75,1996.75
2015-04-16,2003.5,N/A,2003.5,2003.5,2003.5
2015-04-15,2023.75,3,2019.75,2019.75,2019.75
2015-04-14,1999.5,3,1999.5,1999.5,1999.5
2015-04-13,1987.75,N/A,1987.75,1987.75,1987.75
2015-04-10,1994,N/A,1994,1994,1994
2015-04-09,2017,N/A,2017,2017,2017
2015-04-08,2019,N/A,2019,2019,2019
2015-04-07,2043.25,N/A,2043.25,2043.25,2043.25
2015-04-06,2033,N/A,2033,2033,2033
2015-04-02,2033,N/A,2033,2033,2033
2015-04-01,2033.75,N/A,2033.75,2033.75,2033.75
2015-03-31,2060.25,N/A,2060.25,2060.25,2060.25
2015-03-30,2048.5,N/A,2048.5,2048.5,2048.5
2015-03-27,2039.5,N/A,2039.5,2039.5,2039.5
2015-03-26,2059,N/A,2059,2059,2059
2015-03-25,2035.75,N/A,2035.75,2035.75,2035.75
2015-03-24,2084,N/A,2084,2084,2084
2015-03-23,2084.25,N/A,2084.25,2084.25,2084.25
2015-03-20,2087.5,N/A,2087.5,2087.5,2087.5
2015-03-19,2062.5,N/A,2062.5,2062.5,2062.5
2015-03-18,2042.25,N/A,2042.25,2042.25,2042.25
2015-03-17,2042.5,N/A,2042.5,2042.5,2042.5
2015-03-16,2033.5,N/A,2033.5,2033.5,2033.5
2015-03-13,2027.25,N/A,2027.25,2027.25,2027.25
2015-03-12,2011.25,N/A,2011.25,2011.25,2011.25
2015-03-11,2028.25,N/A,2028.25,2028.25,2028.25
2015-03-10,2031.5,N/A,2031.5,2031.5,2031.5
2015-03-09,2081.25,N/A,2081.25,2081.25,2081.25
2015-03-06,2058.5,N/A,2058.5,2058.5,2058.5
2015-03-05,2070.5,N/A,2070.5,2070.5,2070.5
2015-03-04,2074,N/A,2074,2074,2074
2015-03-03,2109.5,N/A,2109.5,2109.5,2109.5
2015-03-02,2074,15,2074,2074,2074
2015-02-27,2075.75,N/A,2075.75,2075.75,2075.75
2015-02-26,2106.75,N/A,2106.75,2106.75,2106.75
2015-02-25,2077.5,9,2077.5,2077.5,2077.5
2015-02-24,2069.5,N/A,2069.5,2069.5,2069.5
2015-02-23,2075.75,N/A,2075.75,2075.75,2075.75
2015-02-20,2112.25,N/A,2112.25,2112.25,2112.25
2015-02-19,2069.75,N/A,2069.75,2069.75,2069.75
2015-02-18,2069.5,N/A,2069.5,2069.5,2069.5
2015-02-17,2127.75,N/A,2127.75,2127.75,2127.75
2015-02-13,2185.75,7,2185.75,2185.75,2185.75
2015-02-12,2188,N/A,2188,2188,2188
2015-02-11,2160.25,N/A,2160.25,2160.25,2160.25
2015-02-10,2182,N/A,2182,2182,2182
2015-02-09,2225.75,19,2236,2236,2233
2015-02-06,2230.25,16,2240.25,2240.25,2230
2015-02-05,2246.75,12,2221,2240,2217
2015-02-04,2239.25,6,2238.5,2238.5,2235.5
2015-02-03,2271.75,9,2275,2276.5,2274.5
2015-02-02,2257.5,N/A,2257.5,2257.5,2257.5
2015-01-30,2255.5,3,2234.25,2234.25,2234.25
2015-01-29,2209.5,N/A,2209.5,2209.5,2209.5
2015-01-28,2230,5,2231.25,2231.25,2231.25
2015-01-27,2236.75,N/A,2236.75,2236.75,2236.75
2015-01-26,2253,N/A,2253,2253,2253
2015-01-23,2199.25,N/A,2199.25,2199.25,2199.25
2015-01-22,2246,N/A,2246,2246,2246
2015-01-21,2249.75,N/A,2249.75,2249.75,2249.75
2015-01-20,2230,N/A,2230,2230,2230
2015-01-16,2234.25,N/A,2234.25,2234.25,2234.25
2015-01-15,2198,N/A,2198,2198,2198
2015-01-14,2166.25,N/A,2166.25,2166.25,2166.25
2015-01-13,2186.75,N/A,2186.75,2186.75,2186.75
2015-01-12,2197.75,N/A,2197.75,2197.75,2197.75
2015-01-09,2189,10,2194.75,2199.25,2194.75
2015-01-08,2201.5,N/A,2201.5,2201.5,2201.5
2015-01-07,2163.75,27,2163.75,2163.75,2163.75
2015-01-06,2147,6,2147,2147,2147
2015-01-05,2165.25,N/A,2165.25,2165.25,2165.25
2015-01-02,2185.5,N/A,2185.5,2185.5,2185.5
2014-12-31,2211,N/A,2211,2211,2211
2014-12-30,2208.5,8,2208.5,2208.5,2208.5
2014-12-29,2212.25,8,2212.25,2212.25,2212.25
2014-12-26,2218,5,2218,2218,2218
2014-12-24,2214.75,N/A,2214.75,2214.75,2214.75
2014-12-23,2223.75,7,2223.75,2223.75,2223.75
2014-12-22,2233.5,4,2248.75,2248.75,2248.75
2014-12-19,2255,N/A,2255,2255,2255
2014-12-18,2255.5,N/A,2255.5,2255.5,2255.5
2014-12-17,2268.25,N/A,2268.25,2268.25,2268.25
2014-12-16,2252.5,30,2252.5,2252.5,2252.5
2014-12-15,2271.25,N/A,2271.25,2271.25,2271.25
2014-12-12,2288.25,N/A,2288.25,2288.25,2288.25
2014-12-11,2297.75,N/A,2297.75,2297.75,2297.75
2014-12-10,2309.25,N/A,2309.25,2309.25,2309.25
2014-12-09,2322.75,4,2326.5,2326.5,2326.5
2014-12-08,2312.75,N/A,2312.75,2312.75,2312.75
2014-12-05,2331.75,N/A,2331.75,2331.75,2331.75
2014-12-04,2342,N/A,2342,2342,2342
2014-12-03,2308.25,5,2308.25,2308.25,2308.25
2014-12-02,2326.5,60,2334.75,2335.25,2333.25
2014-12-01,2367.75,7,2367.75,2413.25,2341.75
2014-11-28,2368.25,7,2413.25,2413.25,2341.75
2014-11-26,2428,5,2425,2425,2425
2014-11-25,2427.5,5,2440,2440,2440
2014-11-24,2424.5,5,2424.5,2424.5,2424.5
2014-11-21,2434.25,14,2440,2440,2440
2014-11-20,2422.25,N/A,2422.25,2422.25,2422.25
