Date,Week day,Close,1W,1M,2M,3M,6M,12M
2019-08-07,Wed,-0.46386,-0.45614,-0.42971,-0.43071,-0.42,-0.42929,-0.36886
2019-08-06,Tue,-0.462,-0.456,-0.42557,-0.43214,-0.416,-0.43086,-0.36571
2019-08-05,Mon,-0.462,-0.45771,-0.43057,-0.42914,-0.41343,-0.42557,-0.358
2019-08-02,Fri,-0.46529,-0.45829,-0.43386,-0.43,-0.41171,-0.41886,-0.35386
2019-08-01,Thu,-0.46143,-0.458,-0.42586,-0.424,-0.41529,-0.416,-0.33957
2019-07-31,Wed,-0.463,-0.45729,-0.42643,-0.41929,-0.41971,-0.40786,-0.33914
2019-07-30,Tue,-0.47143,-0.45671,-0.42443,-0.41857,-0.41743,-0.40943,-0.338
2019-07-29,Mon,-0.46629,-0.45571,-0.42243,-0.41271,-0.40229,-0.41029,-0.34829
2019-07-26,Fri,-0.46757,-0.45657,-0.41971,-0.41943,-0.40114,-0.41571,-0.34
2019-07-25,Thu,-0.46814,-0.47314,-0.44386,-0.43843,-0.42014,-0.42943,-0.34643
2019-07-24,Wed,-0.467,-0.46514,-0.44229,-0.434,-0.417,-0.42157,-0.34
2019-07-23,Tue,-0.46914,-0.45829,-0.43229,-0.42543,-0.40714,-0.42,-0.33843
2019-07-22,Mon,-0.46786,-0.44257,-0.434,-0.42314,-0.40243,-0.42614,-0.33986
2019-07-19,Fri,-0.46957,-0.44343,-0.44614,-0.43057,-0.41429,-0.42614,-0.34014
2019-07-18,Thu,-0.46943,-0.444,-0.43943,-0.42514,-0.40614,-0.41714,-0.32814
2019-07-17,Wed,-0.46929,-0.44429,-0.435,-0.41457,-0.40114,-0.41586,-0.32957
2019-07-16,Tue,-0.46771,-0.44329,-0.43571,-0.41514,-0.40543,-0.41314,-0.32643
2019-07-15,Mon,-0.46343,-0.44357,-0.43414,-0.413,-0.401,-0.40029,-0.32186
2019-07-12,Fri,-0.464,-0.451,-0.43271,-0.41129,-0.4,-0.39529,-0.314
2019-07-11,Thu,-0.465,-0.45057,-0.43186,-0.41914,-0.40486,-0.39429,-0.31071
2019-07-10,Wed,-0.46629,-0.44371,-0.42871,-0.41486,-0.39857,-0.387,-0.29943
2019-07-09,Tue,-0.46529,-0.44414,-0.428,-0.41586,-0.399,-0.391,-0.30686
2019-07-08,Mon,-0.46871,-0.44571,-0.43129,-0.41443,-0.391,-0.39729,-0.31043
2019-07-05,Fri,-0.46671,-0.44329,-0.43686,-0.41843,-0.39529,-0.40329,-0.32186
2019-07-04,Thu,-0.46557,-0.44,-0.431,-0.41229,-0.39314,-0.39929,-0.31886
2019-07-03,Wed,-0.46657,-0.44286,-0.432,-0.41486,-0.392,-0.40143,-0.31929
2019-07-02,Tue,-0.46829,-0.44129,-0.42614,-0.41357,-0.39229,-0.39871,-0.32086
2019-07-01,Mon,-0.46557,-0.443,-0.42943,-0.40814,-0.39186,-0.38686,-0.30614
2019-06-28,Fri,-0.47314,-0.44857,-0.42614,-0.40843,-0.39143,-0.38614,-0.303
2019-06-27,Thu,-0.47086,-0.44643,-0.421,-0.40186,-0.38186,-0.38029,-0.29943
2019-06-26,Wed,-0.47114,-0.44743,-0.42143,-0.40729,-0.38571,-0.37329,-0.28714
2019-06-25,Tue,-0.47171,-0.44143,-0.42029,-0.40643,-0.37971,-0.38114,-0.28529
2019-06-24,Mon,-0.47229,-0.44271,-0.422,-0.40214,-0.37871,-0.375,-0.285
2019-06-21,Fri,-0.47671,-0.45071,-0.42357,-0.40914,-0.37771,-0.378,-0.281
2019-06-20,Thu,-0.472,-0.44271,-0.42386,-0.408,-0.37614,-0.376,-0.28514
2019-06-19,Wed,-0.46914,-0.44457,-0.41971,-0.40586,-0.37543,-0.37343,-0.28386
2019-06-18,Tue,-0.47071,-0.44371,-0.42114,-0.40629,-0.37314,-0.37071,-0.28014
2019-06-17,Mon,-0.46971,-0.45271,-0.421,-0.39471,-0.36014,-0.338,-0.25471
2019-06-14,Fri,-0.469,-0.45257,-0.42257,-0.39486,-0.35886,-0.34114,-0.25486
2019-06-13,Thu,-0.47029,-0.44514,-0.42214,-0.38529,-0.35886,-0.33086,-0.241
2019-06-12,Wed,-0.47129,-0.44357,-0.421,-0.38514,-0.366,-0.33143,-0.23771
2019-06-11,Tue,-0.47143,-0.44486,-0.418,-0.38471,-0.36414,-0.32557,-0.232
2019-06-10,Mon,-0.46914,-0.44843,-0.41571,-0.384,-0.36629,-0.328,-0.23457
2019-06-07,Fri,-0.47186,-0.45657,-0.42129,-0.38571,-0.36686,-0.32543,-0.22557
2019-06-06,Thu,-0.47086,-0.45143,-0.42543,-0.38886,-0.37114,-0.33414,-0.241
2019-06-05,Wed,-0.46986,-0.44886,-0.42571,-0.38371,-0.36614,-0.32843,-0.23329
2019-06-04,Tue,-0.47014,-0.44886,-0.42571,-0.38114,-0.35457,-0.32657,-0.23143
2019-06-03,Mon,-0.46614,-0.452,-0.42686,-0.381,-0.35229,-0.32614,-0.22929
2019-05-31,Fri,-0.47014,-0.452,-0.41914,-0.37971,-0.34329,-0.32314,-0.22529
2019-05-30,Thu,-0.473,-0.44714,-0.41743,-0.38129,-0.35229,-0.321,-0.22543
2019-05-29,Wed,-0.47229,-0.44571,-0.42257,-0.38286,-0.35129,-0.31743,-0.22357
2019-05-28,Tue,-0.47414,-0.44643,-0.42371,-0.383,-0.35057,-0.31871,-0.22171
2019-05-24,Fri,-0.47157,-0.44857,-0.41757,-0.38271,-0.35929,-0.31714,-0.22214
2019-05-23,Thu,-0.47171,-0.44829,-0.41757,-0.381,-0.359,-0.31443,-0.22114
2019-05-22,Wed,-0.47986,-0.44814,-0.41343,-0.37957,-0.359,-0.31429,-0.22014
2019-05-21,Tue,-0.47814,-0.45114,-0.41743,-0.38371,-0.35971,-0.31471,-0.22057
2019-05-20,Mon,-0.47786,-0.44971,-0.41686,-0.38657,-0.35443,-0.31329,-0.22
2019-05-17,Fri,-0.47586,-0.449,-0.41414,-0.38471,-0.354,-0.31457,-0.22557
2019-05-16,Thu,-0.47929,-0.44571,-0.41229,-0.38586,-0.36514,-0.31286,-0.22386
2019-05-15,Wed,-0.46943,-0.44457,-0.41671,-0.38829,-0.36414,-0.31371,-0.22257
2019-05-14,Tue,-0.478,-0.44429,-0.41543,-0.387,-0.35929,-0.31129,-0.22029
2019-05-13,Mon,-0.47371,-0.44429,-0.416,-0.38871,-0.364,-0.30957,-0.21271
2019-05-10,Fri,-0.47429,-0.44643,-0.41543,-0.38657,-0.35857,-0.30714,-0.21429
2019-05-09,Thu,-0.47429,-0.44429,-0.41629,-0.38686,-0.355,-0.31143,-0.21386
2019-05-08,Wed,-0.47629,-0.43971,-0.41643,-0.38514,-0.35329,-0.30571,-0.21343
2019-05-07,Mon,-0.47443,-0.43986,-0.416,-0.38486,-0.353,-0.30329,-0.20871
2019-05-03,Fri,-0.47729,-0.43943,-0.41786,-0.37757,-0.34443,-0.30443,-0.20857
2019-05-02,Thu,-0.46643,-0.43986,-0.41057,-0.38271,-0.34757,-0.30457,-0.20757
2019-05-01,Wed,,-0.43986,-0.41114,-0.38271,-0.341,-0.308,-0.20486
2019-04-30,Tue,-0.47629,-0.44,-0.40914,-0.37829,-0.34614,-0.30514,-0.205
2019-04-29,Mon,-0.47643,-0.43986,-0.408,-0.37814,-0.35671,-0.30714,-0.20586
2019-04-26,Fri,-0.47429,-0.439,-0.40971,-0.37757,-0.36071,-0.30629,-0.20471
2019-04-25,Thu,-0.47357,-0.43929,-0.41343,-0.37571,-0.348,-0.30657,-0.201
2019-04-24,Wed,-0.47357,-0.43929,-0.41129,-0.379,-0.34757,-0.30729,-0.20214
2019-04-23,Tue,-0.47814,-0.43971,-0.40971,-0.382,-0.35157,-0.30671,-0.20214
2019-04-18,Thu,-0.47229,-0.43729,-0.40929,-0.38171,-0.35,-0.30686,-0.20386
2019-04-17,Wed,-0.47486,-0.438,-0.40957,-0.37771,-0.34814,-0.30743,-0.21014
2019-04-16,Tue,-0.47829,-0.43757,-0.41329,-0.37457,-0.34671,-0.30714,-0.21129
2019-04-15,Mon,-0.47743,-0.43829,-0.41314,-0.375,-0.34771,-0.30814,-0.21214
2019-04-12,Fri,-0.47586,-0.43929,-0.41229,-0.37857,-0.36043,-0.31129,-0.20371
2019-04-11,Thu,-0.47571,-0.43943,-0.41686,-0.37443,-0.34857,-0.31071,-0.20514
2019-04-10,Wed,-0.47,-0.45457,-0.41671,-0.37557,-0.35629,-0.309,-0.20214
2019-04-09,Tue,-0.471,-0.44386,-0.41671,-0.373,-0.35786,-0.30986,-0.19743
2019-04-08,Mon,-0.46729,-0.44457,-0.41571,-0.37471,-0.36029,-0.31,-0.19829
2019-04-05,Fri,-0.46457,-0.44229,-0.41643,-0.37843,-0.35886,-0.30971,-0.19686
2019-04-04,Thu,-0.46643,-0.44314,-0.41729,-0.38043,-0.34829,-0.30871,-0.19614
2019-04-03,Wed,-0.46286,-0.44814,-0.417,-0.37714,-0.34514,-0.307,-0.19471
2019-04-02,Tue,-0.469,-0.44286,-0.41771,-0.37529,-0.339,-0.307,-0.19557
2019-04-01,Mon,-0.46029,-0.445,-0.41657,-0.37643,-0.34386,-0.30557,-0.194
2019-03-29,Fri,-0.46786,-0.44643,-0.42143,-0.37671,-0.348,-0.30557,-0.19357
2019-03-28,Thu,-0.46886,-0.44414,-0.41886,-0.371,-0.34586,-0.30429,-0.19229
2019-03-27,Wed,-0.46543,-0.44714,-0.41629,-0.38171,-0.34786,-0.29886,-0.17271
2019-03-26,Tue,-0.46571,-0.45443,-0.41671,-0.37786,-0.34286,-0.29871,-0.17471
2019-03-25,Mon,-0.465,-0.44657,-0.41471,-0.37743,-0.33457,-0.297,-0.18029
2019-03-22,Fri,-0.46929,-0.45357,-0.41586,-0.37686,-0.33571,-0.29714,-0.18143
2019-03-21,Thu,-0.46957,-0.45543,-0.41671,-0.37629,-0.33971,-0.29786,-0.17114
2019-03-20,Wed,-0.46843,-0.44843,-0.414,-0.37314,-0.33443,-0.29714,-0.17071
2019-03-19,Tue,-0.46814,-0.44814,-0.41486,-0.37571,-0.34386,-0.29643,-0.17729
2019-03-18,Mon,-0.46643,-0.44829,-0.41529,-0.37471,-0.33843,-0.29871,-0.17714
2019-03-15,Fri,-0.46857,-0.44871,-0.41429,-0.37129,-0.34171,-0.29771,-0.17371
2019-03-14,Thu,-0.467,-0.44743,-0.41457,-0.37243,-0.33171,-0.29786,-0.17414
2019-03-13,Wed,-0.46571,-0.44771,-0.41486,-0.37286,-0.33171,-0.29843,-0.17686
2019-03-12,Tue,-0.46786,-0.44714,-0.41457,-0.37229,-0.33143,-0.29814,-0.17357
2019-03-11,Mon,-0.46614,-0.44729,-0.41257,-0.37114,-0.32986,-0.298,-0.17386
2019-03-08,Fri,-0.46471,-0.447,-0.41414,-0.371,-0.33014,-0.29443,-0.17486
2019-03-07,Thu,-0.46543,-0.44457,-0.41271,-0.371,-0.33186,-0.296,-0.16786
2019-03-06,Wed,-0.46743,-0.44771,-0.41386,-0.37343,-0.332,-0.29929,-0.16514
2019-03-05,Tue,-0.46629,-0.44771,-0.41171,-0.37086,-0.33643,-0.29543,-0.162
2019-03-04,Mon,-0.473,-0.44757,-0.41214,-0.368,-0.33329,-0.297,-0.16086
2019-03-01,Fri,-0.47343,-0.44671,-0.412,-0.36843,-0.34071,-0.29771,-0.16186
2019-02-28,Thu,-0.47029,-0.44814,-0.41257,-0.36614,-0.341,-0.29629,-0.16243
2019-02-27,Wed,-0.46686,-0.44386,-0.41,-0.36657,-0.337,-0.298,-0.16357
2019-02-26,Tue,-0.46829,-0.44514,-0.41129,-0.36771,-0.33671,-0.29529,-0.15943
2019-02-25,Mon,-0.46129,-0.44471,-0.412,-0.36857,-0.33657,-0.29529,-0.16129
2019-02-22,Fri,-0.46743,-0.44614,-0.413,-0.36643,-0.33643,-0.292,-0.16114
2019-02-21,Thu,-0.46714,-0.444,-0.41114,-0.36343,-0.33586,-0.294,-0.16471
2019-02-20,Wed,-0.46743,-0.45129,-0.40971,-0.37129,-0.34443,-0.29129,-0.16586
2019-02-19,Tue,-0.46814,-0.45157,-0.40871,-0.37086,-0.34557,-0.29086,-0.16771
2019-02-18,Mon,-0.46429,-0.44643,-0.413,-0.37314,-0.347,-0.28814,-0.16629
2019-02-15,Fri,-0.46343,-0.44643,-0.41386,-0.362,-0.33714,-0.29029,-0.17229
2019-02-14,Thu,-0.46471,-0.44657,-0.41729,-0.36186,-0.34257,-0.29414,-0.17714
2019-02-13,Wed,-0.46486,-0.44557,-0.41343,-0.36114,-0.34443,-0.297,-0.18014
2019-02-12,Tue,-0.46743,-0.44557,-0.41286,-0.36186,-0.332,-0.29686,-0.18157
2019-02-11,Mon,-0.465,-0.445,-0.41757,-0.36229,-0.33357,-0.29614,-0.17786
2019-02-08,Fri,-0.46571,-0.45043,-0.41871,-0.36129,-0.33243,-0.29586,-0.16971
2019-02-07,Thu,-0.46643,-0.44371,-0.41886,-0.36129,-0.33157,-0.29557,-0.16771
2019-02-06,Wed,-0.46671,-0.44357,-0.42243,-0.362,-0.332,-0.29914,-0.16871
2019-02-05,Tue,-0.46743,-0.44286,-0.41929,-0.36129,-0.33914,-0.29829,-0.17114
2019-02-04,Mon,-0.46729,-0.44414,-0.42229,-0.36143,-0.33943,-0.29629,-0.16814
2019-02-01,Fri,-0.46471,-0.45157,-0.42014,-0.362,-0.34186,-0.29629,-0.16771
2019-01-31,Thu,-0.46914,-0.45443,-0.42071,-0.37171,-0.34386,-0.29229,-0.16714
2019-01-30,Wed,-0.46814,-0.44357,-0.42229,-0.36914,-0.34286,-0.29229,-0.17
2019-01-29,Tue,-0.46729,-0.44071,-0.41686,-0.36043,-0.33729,-0.29243,-0.17043
2019-01-28,Mon,-0.46643,-0.44057,-0.41757,-0.36186,-0.33543,-0.28771,-0.168
2019-01-25,Fri,-0.46629,-0.44029,-0.42014,-0.36043,-0.33357,-0.29129,-0.17443
2019-01-24,Thu,-0.46629,-0.442,-0.42,-0.36214,-0.326,-0.29,-0.173
2019-01-23,Wed,-0.46571,-0.44829,-0.41943,-0.366,-0.32371,-0.29343,-0.174
2019-01-22,Tue,-0.46657,-0.44171,-0.41986,-0.36771,-0.33271,-0.29357,-0.17314
2019-01-21,Mon,-0.46671,-0.44443,-0.41971,-0.36929,-0.331,-0.29529,-0.17514
2019-01-18,Fri,-0.46614,-0.443,-0.41814,-0.38043,-0.34014,-0.296,-0.17586
2019-01-17,Thu,-0.46586,-0.44586,-0.41829,-0.37143,-0.33357,-0.29714,-0.17314
2019-01-16,Wed,-0.46729,-0.45329,-0.42171,-0.36586,-0.33343,-0.29829,-0.17557
2019-01-15,Tue,-0.466,-0.44714,-0.42043,-0.37129,-0.333,-0.29643,-0.17557
2019-01-14,Mon,-0.46486,-0.44371,-0.421,-0.36971,-0.32871,-0.296,-0.17643
2019-01-11,Fri,-0.465,-0.44171,-0.41843,-0.36929,-0.32857,-0.29686,-0.172
2019-01-10,Thu,-0.46443,-0.44543,-0.41886,-0.36929,-0.33086,-0.29657,-0.17271
2019-01-09,Wed,-0.46429,-0.44729,-0.42186,-0.36757,-0.33586,-0.29971,-0.171
2019-01-08,Tue,-0.465,-0.44314,-0.42171,-0.36914,-0.33457,-0.29714,-0.17729
2019-01-07,Mon,-0.46329,-0.44343,-0.41729,-0.37586,-0.34143,-0.30029,-0.17771
2019-01-04,Fri,-0.46429,-0.44029,-0.41943,-0.37743,-0.34457,-0.29857,-0.177
2019-01-03,Thu,-0.465,-0.43829,-0.416,-0.37757,-0.34543,-0.30143,-0.17957
2019-01-02,Wed,-0.46386,-0.44414,-0.412,-0.37243,-0.34557,-0.30386,-0.18214
2018-12-31,Mon,-0.46771,-0.435,-0.409,-0.38,-0.35571,-0.30329,-0.18271
2018-12-28,Fri,-0.46157,-0.43414,-0.40814,-0.38029,-0.35829,-0.30829,-0.18314
2018-12-27,Thu,-0.46514,-0.433,-0.40857,-0.381,-0.35143,-0.30843,-0.18186
2018-12-24,Mon,-0.46586,-0.43314,-0.40771,-0.38329,-0.35529,-0.30871,-0.184
2018-12-21,Fri,-0.46429,-0.43014,-0.408,-0.37757,-0.34829,-0.30857,-0.18343
2018-12-20,Thu,-0.46386,-0.42943,-0.41414,-0.37943,-0.35114,-0.315,-0.202
2018-12-19,Wed,-0.458,-0.42986,-0.41557,-0.37657,-0.34986,-0.31743,-0.21486
2018-12-18,Tue,-0.45714,-0.43329,-0.41843,-0.37571,-0.34971,-0.31514,-0.21386
2018-12-17,Mon,-0.46286,-0.43,-0.40671,-0.37343,-0.35214,-0.32343,-0.21271
2018-12-14,Fri,-0.45857,-0.43043,-0.40971,-0.38,-0.35571,-0.32486,-0.21229
2018-12-13,Thu,-0.45729,-0.43243,-0.41343,-0.37986,-0.35543,-0.32329,-0.21086
2018-12-12,Wed,-0.45757,-0.43286,-0.41371,-0.38414,-0.35586,-0.32429,-0.21229
2018-12-11,Tue,-0.45757,-0.43929,-0.41071,-0.38514,-0.35729,-0.32529,-0.21229
2018-12-10,Mon,-0.45757,-0.43871,-0.41071,-0.38429,-0.35729,-0.32671,-0.21443
2018-12-07,Fri,-0.45757,-0.43871,-0.41286,-0.37443,-0.35443,-0.32686,-0.21514
2018-12-06,Thu,-0.46186,-0.438,-0.41271,-0.38657,-0.35314,-0.326,-0.21443
2018-12-05,Wed,-0.466,-0.43657,-0.41157,-0.38571,-0.34871,-0.32671,-0.21586
2018-12-04,Tue,-0.46314,-0.442,-0.41171,-0.38157,-0.34286,-0.32814,-0.218
2018-12-03,Mon,-0.46186,-0.44057,-0.41457,-0.37957,-0.35486,-0.32786,-0.21743
2018-11-30,Fri,-0.46129,-0.43757,-0.41314,-0.368,-0.359,-0.329,-0.21829
2018-11-29,Thu,-0.46557,-0.44043,-0.41686,-0.372,-0.35857,-0.32771,-0.218
2018-11-28,Wed,-0.46586,-0.43971,-0.41371,-0.37929,-0.363,-0.32586,-0.21886
2018-11-27,Tue,-0.46571,-0.43929,-0.41329,-0.37457,-0.36229,-0.32714,-0.21943
2018-11-26,Mon,-0.46571,-0.44043,-0.41314,-0.37557,-0.35786,-0.32857,-0.21957
2018-11-23,Fri,-0.46829,-0.44071,-0.41157,-0.37486,-0.36686,-0.32886,-0.21871
2018-11-22,Thu,-0.46786,-0.43886,-0.41214,-0.37571,-0.36714,-0.32914,-0.21871
2018-11-21,Wed,-0.46729,-0.44257,-0.41814,-0.37614,-0.35771,-0.32871,-0.22014
2018-11-20,Tue,-0.46743,-0.44257,-0.41743,-0.36943,-0.35943,-0.329,-0.22043
2018-11-19,Mon,-0.46671,-0.44743,-0.41757,-0.37129,-0.36029,-0.33329,-0.21786
2018-11-16,Fri,-0.46729,-0.44643,-0.41686,-0.38243,-0.36871,-0.33357,-0.21943
2018-11-15,Thu,-0.46714,-0.44657,-0.41114,-0.38386,-0.36943,-0.33286,-0.22043
2018-11-14,Wed,-0.46629,-0.44457,-0.40914,-0.38743,-0.36714,-0.32886,-0.21886
2018-11-13,Tue,-0.45929,-0.44429,-0.40957,-0.38429,-0.35871,-0.32886,-0.219
2018-11-12,Mon,-0.45914,-0.44671,-0.41086,-0.38186,-0.35814,-0.33086,-0.22229
2018-11-09,Fri,-0.45871,-0.44614,-0.41029,-0.38371,-0.35829,-0.32971,-0.22157
2018-11-08,Thu,-0.45857,-0.446,-0.40886,-0.37286,-0.35629,-0.325,-0.22257
2018-11-07,Wed,-0.45943,-0.44614,-0.40886,-0.38086,-0.35886,-0.32614,-0.22443
2018-11-06,Tue,-0.45957,-0.44686,-0.40829,-0.37471,-0.35257,-0.32643,-0.22514
2018-11-05,Mon,-0.45857,-0.446,-0.40814,-0.37229,-0.35157,-0.32571,-0.227
2018-11-02,Fri,-0.45271,-0.439,-0.403,-0.37343,-0.35457,-0.32557,-0.20971
2018-11-01,Thu,-0.44914,-0.439,-0.40757,-0.37229,-0.35186,-0.32714,-0.21071
2018-10-31,Wed,-0.45614,-0.43957,-0.40471,-0.37214,-0.35586,-0.32571,-0.20843
2018-10-30,Tue,-0.45514,-0.43914,-0.40529,-0.373,-0.35614,-0.32457,-0.20843
2018-10-29,Mon,-0.45457,-0.43829,-0.40743,-0.36714,-0.35714,-0.32514,-0.20743
2018-10-26,Fri,-0.45529,-0.43714,-0.40543,-0.36671,-0.35486,-0.32657,-0.20914
2018-10-25,Thu,-0.455,-0.437,-0.40586,-0.36614,-0.349,-0.323,-0.20871
2018-10-24,Wed,-0.45557,-0.438,-0.40643,-0.36743,-0.34771,-0.32257,-0.20871
2018-10-23,Tue,-0.455,-0.43814,-0.40957,-0.37257,-0.35271,-0.32443,-0.20543
2018-10-22,Mon,-0.455,-0.43543,-0.41143,-0.37957,-0.35314,-0.32486,-0.20829
2018-10-19,Fri,-0.45486,-0.437,-0.40857,-0.37814,-0.35486,-0.325,-0.20986
2018-10-18,Thu,-0.45529,-0.43714,-0.39986,-0.378,-0.352,-0.32643,-0.21057
2018-10-17,Wed,-0.45557,-0.43814,-0.39971,-0.37229,-0.35086,-0.32514,-0.21414
2018-10-16,Tue,-0.45586,-0.43729,-0.4,-0.37186,-0.34829,-0.32414,-0.21543
2018-10-15,Mon,-0.45529,-0.434,-0.40343,-0.37086,-0.34886,-0.32286,-0.21271
2018-10-12,Fri,-0.45457,-0.43429,-0.41129,-0.37286,-0.34757,-0.322,-0.21329
2018-10-11,Thu,-0.45486,-0.43414,-0.40757,-0.37014,-0.34871,-0.31814,-0.21057
2018-10-10,Wed,-0.45486,-0.42929,-0.40714,-0.37829,-0.36029,-0.312,-0.21643
2018-10-09,Tue,-0.45443,-0.43171,-0.40943,-0.37057,-0.35229,-0.31186,-0.21386
2018-10-08,Mon,-0.45329,-0.43386,-0.41343,-0.37143,-0.35029,-0.313,-0.21457
2018-10-05,Fri,-0.454,-0.43529,-0.416,-0.37071,-0.35829,-0.31343,-0.21771
2018-10-04,Thu,-0.45443,-0.43386,-0.41271,-0.37043,-0.35214,-0.31243,-0.21714
2018-10-03,Wed,-0.45471,-0.431,-0.41671,-0.37271,-0.35186,-0.313,-0.22014
2018-10-02,Tue,-0.44786,-0.42743,-0.40414,-0.37486,-0.35743,-0.30971,-0.21357
2018-10-01,Mon,-0.44614,-0.42886,-0.40314,-0.37443,-0.35543,-0.31243,-0.21343
2018-09-28,Fri,-0.44814,-0.42757,-0.40243,-0.37443,-0.353,-0.314,-0.21329
2018-09-27,Thu,-0.44843,-0.42757,-0.40314,-0.37471,-0.359,-0.31529,-0.21357
2018-09-26,Wed,-0.44843,-0.42557,-0.39971,-0.375,-0.35614,-0.31329,-0.21557
2018-09-25,Tue,-0.44829,-0.42843,-0.40314,-0.37429,-0.352,-0.314,-0.21629
2018-09-24,Mon,-0.44914,-0.43057,-0.40471,-0.37414,-0.35186,-0.31471,-0.21771
2018-09-21,Fri,-0.44843,-0.42857,-0.40414,-0.37414,-0.35257,-0.31629,-0.21829
2018-09-20,Thu,-0.44757,-0.42857,-0.40629,-0.37043,-0.35186,-0.31586,-0.21871
2018-09-19,Wed,-0.44786,-0.427,-0.40686,-0.37029,-0.35243,-0.31529,-0.21814
2018-09-18,Tue,-0.44771,-0.42543,-0.40671,-0.37043,-0.35214,-0.31257,-0.21886
2018-09-17,Mon,-0.44771,-0.42971,-0.39586,-0.37014,-0.35471,-0.31357,-0.22129
2018-09-14,Fri,-0.44757,-0.42871,-0.395,-0.37043,-0.35643,-0.318,-0.222
2018-09-13,Thu,-0.44843,-0.42857,-0.39671,-0.371,-0.35686,-0.31629,-0.22171
2018-09-12,Wed,-0.44743,-0.42557,-0.401,-0.36886,-0.35643,-0.319,-0.22
2018-09-11,Tue,-0.44657,-0.42486,-0.398,-0.37029,-0.35643,-0.31771,-0.21957
2018-09-10,Mon,-0.447,-0.42357,-0.398,-0.37043,-0.35614,-0.31529,-0.21929
2018-09-07,Fri,-0.44357,-0.42386,-0.39471,-0.36957,-0.35643,-0.31614,-0.21886
2018-09-06,Thu,-0.44771,-0.425,-0.39486,-0.36743,-0.35486,-0.31771,-0.21657
2018-09-05,Wed,-0.43943,-0.42429,-0.39157,-0.36743,-0.35486,-0.31729,-0.21714
2018-09-04,Tue,-0.447,-0.425,-0.39043,-0.36757,-0.35314,-0.31714,-0.21729
2018-09-03,Mon,-0.445,-0.42429,-0.39129,-0.368,-0.35271,-0.31743,-0.21686
2018-08-31,Fri,-0.44029,-0.42457,-0.39243,-0.367,-0.35286,-0.31614,-0.21486
2018-08-30,Thu,-0.44243,-0.42529,-0.39486,-0.37186,-0.35843,-0.32014,-0.217
2018-08-29,Wed,-0.44229,-0.42214,-0.39643,-0.37171,-0.36243,-0.31729,-0.21857
2018-08-28,Tue,-0.44229,-0.42343,-0.39657,-0.37043,-0.36086,-0.31,-0.21786
2018-08-24,Fri,-0.44229,-0.42286,-0.39343,-0.37314,-0.36057,-0.305,-0.21857
2018-08-23,Thu,-0.44229,-0.42286,-0.39414,-0.37314,-0.36214,-0.30429,-0.21929
2018-08-22,Wed,-0.44157,-0.42414,-0.39414,-0.37314,-0.36043,-0.30414,-0.21914
2018-08-21,Tue,-0.44129,-0.42414,-0.39414,-0.373,-0.36057,-0.30629,-0.22243
2018-08-20,Mon,-0.44186,-0.42557,-0.39786,-0.376,-0.36271,-0.30914,-0.22586
2018-08-17,Fri,-0.44171,-0.42543,-0.39586,-0.376,-0.36271,-0.30843,-0.22471
2018-08-16,Thu,-0.44214,-0.42386,-0.39414,-0.37529,-0.36129,-0.30829,-0.22514
2018-08-15,Wed,-0.441,-0.42386,-0.40014,-0.37543,-0.36129,-0.30943,-0.22643
2018-08-14,Tue,-0.44071,-0.42386,-0.40286,-0.37557,-0.36114,-0.30886,-0.22571
2018-08-13,Mon,-0.44214,-0.42729,-0.40686,-0.38243,-0.361,-0.30829,-0.22429
2018-08-10,Fri,-0.44143,-0.42729,-0.403,-0.38257,-0.36114,-0.31071,-0.22729
2018-08-09,Thu,-0.44143,-0.42757,-0.40157,-0.38186,-0.36043,-0.31186,-0.22929
2018-08-08,Wed,-0.44129,-0.42714,-0.40143,-0.38186,-0.36029,-0.31286,-0.231
2018-08-07,Tue,-0.44414,-0.42286,-0.40157,-0.37971,-0.36029,-0.31386,-0.23143
2018-08-06,Mon,-0.44043,-0.42214,-0.40157,-0.37986,-0.36057,-0.31371,-0.23486
2018-08-03,Fri,-0.44157,-0.42371,-0.40157,-0.379,-0.36057,-0.31557,-0.23514
2018-08-02,Thu,-0.44729,-0.42143,-0.40443,-0.37943,-0.359,-0.31729,-0.23086
2018-08-01,Wed,-0.44729,-0.424,-0.40014,-0.379,-0.359,-0.31629,-0.23086
2018-07-31,Tue,-0.448,-0.42686,-0.40057,-0.379,-0.359,-0.31729,-0.23257
2018-07-30,Mon,-0.44843,-0.42943,-0.40086,-0.37943,-0.35871,-0.31957,-0.23271
2018-07-27,Fri,-0.44343,-0.42643,-0.40086,-0.37871,-0.35557,-0.32057,-0.23386
2018-07-26,Thu,-0.44329,-0.43286,-0.40057,-0.37786,-0.35557,-0.32129,-0.23457
2018-07-25,Wed,-0.44343,-0.42857,-0.40314,-0.37371,-0.35643,-0.32014,-0.23543
2018-07-24,Tue,-0.44414,-0.42929,-0.40529,-0.37229,-0.35643,-0.32014,-0.23543
2018-07-23,Mon,-0.44571,-0.42929,-0.40371,-0.37171,-0.35614,-0.32114,-0.235
2018-07-20,Fri,-0.44914,-0.433,-0.40243,-0.37157,-0.35557,-0.31871,-0.23357
2018-07-19,Thu,-0.44229,-0.43371,-0.40229,-0.37086,-0.35771,-0.31871,-0.23729
2018-07-18,Wed,-0.44514,-0.433,-0.396,-0.37029,-0.35771,-0.31857,-0.235
